StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,research_stage,Q22,Q22_6_TEXT,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage,feeling_general_1,cause_general,category_of_work,position,area,gender,age,country,country_other
2025-11-26 22:31:00,2025-11-26 22:56:50,IP Address,100,1550,True,2025-11-26 22:56:51,R_8bNtt4rHrUt6T1F,anonymous,EN,Yes,Report writing,,,7,3,5,4,4,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,"I chose ""relief"". The study began in 2021. In the meantime, I changed my workplace and research topic. As a first author, I felt relieved when I finally finished all the analyses and submitted the manuscript this month. ",1,"Negatives: Still being a postdoc with two or three-year contracts and not being eligible to apply for some good grants because of not having a tenure track or permanent position. Being late to start a family because of prioritizing research. Positives: Being exposed to different research environments, meeting colleagues from all over the world, publishing, and supervising students.",Lab/online research,Postdoc,Life sciences,Woman,36,Netherlands,
2025-11-27 08:33:55,2025-11-27 08:39:40,IP Address,100,344,True,2025-11-27 08:39:40,R_2yonRztUxR6FDGh,anonymous,EN,Yes,Report writing,,,6,4,5,5,5,5,3,3,0,0,4,0,0,0,2,2,0,0,0,0,Interest: I am genuinely interested in the research that I do (and a lot of research areas in general). I am curious about what I can find in the data and how I can present it in a way to peers that it is easily understandable and transparent.,2,"The freedom to conduct research and work on topics and issues that I feel are relevant and interesting. However, I was blessed with a very safe and stable research environment (interpersonally and financially) and my overall feeling will very likely change once this opportunity runs out.",Lab/online research,PhD student,Social sciences,Man,35,Austria,
2025-11-27 08:33:28,2025-11-27 08:40:00,IP Address,100,392,True,2025-11-27 08:40:01,R_4viHfRySNWiYWuX,anonymous,EN,Yes,Data analysis,,,7,2,5,4,3,4,0,1,3,0,5,6,6,5,4,2,0,0,0,2,Interest - it is a cool project and I am genuinely curious to make this work and to figure out the answer to the rq,1,I like research and being able to do this for a living is pretty great,Lab/online research,Associate professor,Social sciences,Woman,40,Netherlands,
2025-11-27 08:52:01,2025-11-27 08:57:26,IP Address,100,324,True,2025-11-27 08:57:26,R_8fOxAGkYY292WLK,anonymous,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,3,2,5,4,2,3,0,1,1,0,3,5,5,6,4,5,0,0,2,2,"Shame, because I have the feeling to work not as swift and good as anybody else in my group",1,"I am very happy that I have the opportunity to contribute to a higher cause, but somethimes its frustrating how little appreciation and salery one recieves for so many years of training",Clinical research,Postdoc,Health sciences,Man,39,Germany,
2025-11-27 08:53:59,2025-11-27 08:59:08,IP Address,100,308,True,2025-11-27 08:59:08,R_2K6Daw5TUOmDCl5,anonymous,EN,Yes,Data analysis,,,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,,1,i like the work and am proud of this identity,Clinical research,Postdoc,Health sciences,Woman,37,Germany,
2025-11-27 10:02:05,2025-11-27 10:06:14,IP Address,100,248,True,2025-11-27 10:06:14,R_7BbApINgbAb4Zkj,anonymous,EN,Yes,Data collection,,,6,3,6,3,3,5,1,4,3,6,6,5,4,2,5,6,1,1,1,1,"compassion, Dealing with young people who have undergone through an irrevirsible injury made me feel empathy for their struggles and keep them in mind long after the session was concluded.",2,"Interest, motivation and supporting environment",Clinical research,PhD student,Health sciences,Man,38,Israel,
2025-11-27 11:10:08,2025-11-27 11:14:55,IP Address,100,287,True,2025-11-27 11:14:55,R_2vGIbkNwHW3Kad3,anonymous,EN,Yes,Data collection,,,7,6,7,4,0,4,6,0,5,6,0,4,0,0,0,0,0,0,0,0,I am learning many new techniques and I learn them quickly and efficiently,2,I want to gain a deeper understanding of animals and my research helps me do so,Lab/online research,Postdoc,Life sciences,Non-binary / third gender / gender non-conforming,40,Belgium,
2025-11-27 11:25:53,2025-11-27 11:30:23,IP Address,100,269,True,2025-11-27 11:30:24,R_2DM0KradsyH5SJx,anonymous,EN,Yes,Data analysis,,,5,2,1,1,0,0,0,1,3,0,2,1,2,3,2,4,0,2,0,3,tension with senior collaborators and supervisors over being told to engage in questionable research practices,2,engaging in the process of knowledge generation is a privilege and the different components of the work are interesting to carry out,Clinical research,PhD student,Health sciences,Man,30,United Kingdom of Great Britain and Northern Ireland,
2025-11-27 11:45:25,2025-11-27 11:48:19,IP Address,100,173,True,2025-11-27 11:48:19,R_8AjM0x7fQiFUKs1,anonymous,EN,Yes,Revisions,,,5,3,6,5,4,6,0,0,5,5,2,0,0,0,2,1,0,0,0,2,"Pride and contentment because we received an R&R at a top journal. ",3,"I love exploring new things and being able to work on topics that I am passionate about. I also really enjoy the autonomy of this work and the recognition that you receive for it. ",Field research,Assistant professor,Social sciences,Man,35,Netherlands,
2025-11-27 11:46:16,2025-11-27 11:49:06,IP Address,100,170,True,2025-11-27 11:49:07,R_2ptInoDwCVMmky0,anonymous,EN,Yes,Data collection,,,4,4,5,3,3,4,0,0,2,0,2,0,0,0,5,0,0,0,0,0,"Disappointment: Low participation numbers.
Pride: Happy to have gotten to this stage.",2,Happy to be able to do what I do; general contentment.,Lab/online research,PhD student,Social sciences,Man,28,Netherlands,
2025-11-27 13:02:42,2025-11-27 13:29:04,IP Address,100,1581,True,2025-11-27 13:29:04,R_2FLMKGp4gRi68Cb,anonymous,EN,Yes,Data collection,,,5,4,5,2,2,2,1,1,3,3,5,0,4,0,4,0,0,0,0,4,"Interest & Pride: Since the research question and study in general is interesting, I felt these feelings while data acquisition.

Sadness: Since the data acquisition included a lot of time effort and working late (partially until 9/10pm) and on weekends, I occasionally was sad not to be with my beloved wife during these times and because I felt she was sad about my working hours, too.",2,I think research is an important thing and I am happy and proud to be a researcher and with that a part of it.,Lab/online research,Postdoc,Health sciences,Man,35,Germany,
2025-11-27 13:58:02,2025-11-27 14:01:14,IP Address,100,191,True,2025-11-27 14:01:14,R_8AWmKJNiJ8gkVoG,anonymous,EN,Yes,Data collection,,,6,0,2,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Joy about data being collected; interest in seeing the results at a later stage,2,Academic freedom,Lab/online research,Assistant professor,Social sciences,Woman,40,Netherlands,
2025-11-27 15:22:07,2025-11-27 15:27:01,IP Address,100,293,True,2025-11-27 15:27:01,R_8Hrj1IYTce7gjvj,anonymous,EN,Yes,Report writing,,,7,7,7,7,5,0,3,3,4,3,0,5,1,0,0,5,0,0,0,1,interest - in seeing how the project is coming together,2,enjoying research,Field research,Non-academic researcher,Social sciences,Woman,35,Netherlands,
2025-11-27 15:30:50,2025-11-27 15:37:59,IP Address,100,429,True,2025-11-27 15:38:00,R_87PhqtsCAwsYhO4,anonymous,EN,Yes,Data collection,,,4,5,2,3,3,2,3,2,1,2,2,3,2,2,2,4,1,2,1,1,"The most intense feeling for me was amusement, which has to do with data collection setting and practicalities: It is quite fun and a unique experience/environment.",-2,"Career stage (first year PhD, things feel chaotic and a lot is new)",Field research,PhD student,Social sciences,Woman,31,Netherlands,
2025-11-27 16:49:30,2025-11-27 16:53:47,IP Address,100,256,True,2025-11-27 16:53:48,R_2HNvoYwORSCDhGY,anonymous,EN,Yes,Report writing,,,5,2,4,2,1,3,1,2,2,3,5,2,3,1,3,2,4,3,5,6,Intense work,2,"Family support ",Lab/online research,Postdoc,Life sciences,Man,30,Turkey,
2025-11-27 17:00:37,2025-11-27 17:12:01,IP Address,100,684,True,2025-11-27 17:12:01,R_8H9sd3rII8yFdXX,anonymous,EN,Yes,Data collection,,,4,4,6,4,5,4,3,3,5,6,1,0,2,0,3,4,0,0,0,0,"Compassion: I feel my research ""came alive"" when data collection started. It feels that this is something that I created and I deeply take care about every single bits of it, even if it is not perfect and brings negative emotions. Whatever negative happens, the motivation to care about it immediately regenerates.",3,"My supervisor is a very nice person, compassionate and professional, who takes care about the research, but also about me. Having the enthusiasm to find something new and change the world, and deeply sharing these feelings with someone makes me feel extremely happy and powerful.",Lab/online research,PhD student,Social sciences,Woman,26,Netherlands,
2025-11-27 17:46:58,2025-11-27 21:16:48,IP Address,100,12590,True,2025-11-27 21:16:49,R_6LXfTeVrX2R8AoT,anonymous,EN,Yes,Report writing,,,6,0,4,3,3,4,2,2,0,0,1,2,0,0,0,0,0,1,0,1,"High interest as almost a default feeling from being able to choose the topic and research approach, rather than being told what to do",2,My being a researcher comes from an intrinsic interest and passion for the topic I study and for wanting to learn. I think having an internal motivation to do research is key to having a positive experience,Lab/online research,PhD student,Social sciences,Woman,28,Canada,
2025-11-28 09:19:47,2025-11-28 09:23:12,IP Address,100,205,True,2025-11-28 09:23:13,R_2X0ZB8ozlSoLkac,anonymous,EN,Yes,Report writing,,,4,2,4,2,2,2,3,4,1,3,2,1,3,1,3,5,0,0,0,0,"Fear (or stress, I would say), that my work is not good enough and that I will never be done writing",2,"I just really enjoy this work, the creativity, reflecting, observing",Field research,PhD student,Social sciences,Woman,28,Netherlands,
2025-11-28 10:12:16,2025-11-28 10:15:05,IP Address,100,169,True,2025-11-28 10:15:06,R_2lM5hgzJ0BvgWoj,anonymous,EN,Yes,Report writing,,,3,2,4,3,3,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,,1,,Lab/online research,Postdoc,Social sciences,Man,42,Germany,
2025-11-28 10:14:50,2025-11-28 10:19:32,IP Address,100,282,True,2025-11-28 10:19:33,R_8E2Nnh3ECsLFdMl,anonymous,EN,Yes,Data analysis,,,4,5,5,3,4,4,5,5,4,6,2,0,1,0,2,4,0,1,1,3,,-1,My loneliness entangling with a line of worke directly consuming mental energy,Lab/online research,Other,Life sciences,Man,27,Iran,
2025-11-28 10:20:26,2025-11-28 10:25:18,IP Address,100,292,True,2025-11-28 10:25:19,R_8DdyCqffXW7zNiL,anonymous,EN,Yes,Waiting for journal's response and revisions,,,0,0,0,0,0,0,0,0,5,0,1,1,1,4,0,7,0,0,0,0,"My paper has been desk-rejected from two other journals. Currently, the paper is not out for review yet but has been with the editor, so this could mean that the paper is still at risk of a desk reject weeks after it was submitted. It is based on a key chapter in my dissertation, which explains the sense of shame that is attached to the high level of fear.",1,"freedom to work how/when/where I want, but the freedom comes with the price of having to work whenever and wherever (i.e., bad work-life balance, high work pressure)",Field research,Assistant professor,Social sciences,Woman,33,Netherlands,
2025-11-28 10:26:39,2025-11-28 10:33:16,IP Address,100,397,True,2025-11-28 10:33:16,R_2qq87EAy1mWv46c,anonymous,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted but not yet published,,0,0,3,5,1,4,2,0,6,0,4,1,0,0,1,0,0,0,0,2,"I think relief was the most intense feeling, and the cause was that I could finally rest from dedicating so much effort (this paper took a lot of effort and time)",-1,"I'm overloaded with work, teaching duties leave little time for research, and I feel I have to dedicate too much time to things that are not directly research itself (e.g. submission systems, self promotion, etc.)",Lab/online research,Assistant professor,Social sciences,Man,44,Spain,
2025-11-28 10:53:18,2025-11-28 11:02:35,IP Address,100,556,True,2025-11-28 11:02:35,R_8wmXy5DQ1M3vs1T,anonymous,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,6,1,3,4,5,2,0,2,5,3,1,5,3,0,1,2,0,0,0,0,"The projects that I am currently preparing are associated with master theses that I am supervising. Coordinating my own work while being responsible for others has been stressful but also rewarding ",2,"I just like the job. ",Lab/online research,PhD student,Life sciences,Non-binary / third gender / gender non-conforming,29,United Kingdom of Great Britain and Northern Ireland,
2025-11-28 14:10:13,2025-11-28 14:15:01,IP Address,100,288,True,2025-11-28 14:15:02,R_8qSWnwrSXMcHPvr,anonymous,EN,Yes,Report writing,,,5,2,3,3,2,2,4,3,1,4,5,6,6,5,6,7,5,4,5,4,"Burn out, fear of failure to meet the deadline",-2,"Constant fear of missing deadlines, a lot of projects to work on.",Lab/online research,Other,Social sciences,Woman,25,Slovenia,
2025-11-28 14:35:46,2025-11-28 14:43:43,IP Address,100,476,True,2025-11-28 14:43:43,R_2frkC6sLC2Z6T5v,anonymous,EN,Yes,Report writing,,,5,4,6,5,6,5,5,5,2,2,1,7,1,4,1,6,1,0,1,1,"The guilt is the most intense feeling I am facing during this period because I experience delays in my work which affect not only my work but the work of the entire team, and I have to consider everyone time and schedules in order to compensate for the lost time.",2,I feel valued by my research community. I feel like I find 'my type of people' with aligned interests and capabilities. I feel seen. I,Lab/online research,Associate professor,Social sciences,Woman,46,,North Macedonia
2025-11-28 14:44:52,2025-11-28 14:53:47,IP Address,100,535,True,2025-11-28 14:53:47,R_3uEQnHaq001Js9v,anonymous,EN,Yes,Report writing,,,2,1,2,1,1,1,0,2,1,4,1,4,4,1,1,6,1,1,4,2,"The main cause is fear that I will not be able to complete the work on time ",0,"I am a researcher because I like research, but that's the only reason.",Lab/online research,PhD student,Social sciences,Woman,37,United States of America,
2025-11-28 21:58:46,2025-11-28 22:27:28,IP Address,100,1721,True,2025-11-28 22:27:28,R_8KK2gpvev6s3kCE,anonymous,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,2,3,0,4,4,0,1,3,0,1,2,3,3,5,5,0,0,0,0,"I rated fear as 5, because if I don’t get this grant I don’t know what is going to happen with my career and I may not be able to stay in this country",1,"I love doing research, but I hate all the other things that come with it",,Associate professor,Social sciences,Woman,40,United States of America,
2025-11-29 06:29:16,2025-11-29 06:31:49,IP Address,100,152,True,2025-11-29 06:31:49,R_71FsNtnxqKZYwLO,anonymous,EN,Yes,Report writing,,,6,3,6,2,2,4,2,3,4,0,3,6,1,6,2,0,0,0,0,0,,2,,Lab/online research,Associate professor,Health sciences,Woman,46,United States of America,
2025-11-29 16:51:49,2025-11-29 16:55:24,IP Address,100,215,True,2025-11-29 16:55:24,R_5Ka5CYib3jesikr,anonymous,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,3,3,3,3,3,1,1,1,0,1,0,0,0,0,6,0,0,1,3,Institutional Review Board overreach,2,"I enjoy doing research ",Lab/online research,Postdoc,Social sciences,Man,34,Canada,
